threshold,tp,fp,tn,fn,tpr,fpr,fnr,tnr,precision,recall,f1,Samples per test
0.18574285435604976,12313,81130,2628070,81757,0.13089188901881577,0.029946109552635464,0.8691081109811842,0.9700538904473646,0.13177017005019104,0.13089188901881577,0.1313295611504269,1
0.1875461830391182,12471,82829,2626371,81599,0.13257148931646645,0.030573231950391258,0.8674285106835335,0.9694267680496087,0.1308604407135362,0.13257148931646645,0.13171040819559593,1
0.18934951172218667,12605,84563,2624637,81465,0.13399596045498033,0.031213273291008415,0.8660040395450197,0.9687867267089916,0.12972377737526758,0.13399596045498033,0.13182526485321955,1
0.1911528404052551,12777,86307,2622893,81293,0.13582438609546083,0.03185700575815739,0.8641756139045391,0.9681429942418426,0.12895119292721327,0.13582438609546083,0.13229858040734335,1
0.19295616908832355,12927,87956,2621244,81143,0.1374189433400659,0.032465672523254094,0.8625810566599341,0.967534327476746,0.12813853672075573,0.1374189433400659,0.13261657938067123,1
0.19475949777139198,13090,89671,2619529,80980,0.1391516955458701,0.0330987007234608,0.8608483044541299,0.9669012992765392,0.12738295656912643,0.1391516955458701,0.13300750389928417,1
0.19656282645446044,13260,91418,2617782,80810,0.1409588604230892,0.03374354052856932,0.8590411395769109,0.9662564594714307,0.12667418177649553,0.1409588604230892,0.13343530500935857,1
0.19836615513752887,13438,93164,2616036,80632,0.14285106835335387,0.03438801122102466,0.8571489316466461,0.9656119887789754,0.12605767246393126,0.14285106835335387,0.133929995216074,1
0.20016948382059732,13600,94895,2614305,80470,0.14457319017752737,0.03502694522368227,0.8554268098224727,0.9649730547763178,0.1253513986819669,0.14457319017752737,0.13427788611063116,1
0.20197281250366578,13756,96713,2612487,80314,0.14623152971191666,0.03569799202716669,0.8537684702880833,0.9643020079728333,0.12452362201160506,0.14623152971191666,0.1345073555654423,1
0.2037761411867342,13915,98491,2610709,80155,0.14792176039119803,0.036354274324523844,0.8520782396088019,0.9636457256754761,0.12379232425315374,0.14792176039119803,0.13478564094616324,1
0.20557946986980266,14068,100286,2608914,80002,0.14954820878069522,0.03701683153698509,0.8504517912193048,0.9629831684630149,0.12302149465694248,0.14954820878069522,0.1349940505891836,1
0.2073827985528711,14250,102141,2607059,79820,0.15148293823748274,0.03770153550863724,0.8485170617625173,0.9622984644913628,0.12243214681547543,0.15148293823748274,0.1354170131283231,1
0.20918612723593955,14417,103905,2605295,79653,0.1532582119698097,0.038352650228849844,0.8467417880301903,0.9616473497711502,0.12184547252412907,0.1532582119698097,0.13575840897962257,1
0.210989455919008,14579,105786,2603414,79491,0.1549803337939832,0.03904695112948472,0.8450196662060168,0.9609530488705152,0.12112325011423587,0.1549803337939832,0.13597593676405437,1
0.21279278460207643,14749,107592,2601608,79321,0.15678749867120229,0.03971356858113096,0.8432125013287977,0.960286431418869,0.12055647738697575,0.15678749867120229,0.1363054558224859,1
0.21459611328514488,14903,109465,2599735,79167,0.15842457744233018,0.04040491658054038,0.8415754225576698,0.9595950834194596,0.11982985977100219,0.15842457744233018,0.13645061756654062,1
