threshold,tp,fp,tn,fn,tpr,fpr,fnr,tnr,precision,recall,f1,Training Data,Testing Data
1.6353274451361763,51938,12441945,3615,2,0.9999614940315749,0.9997095349666869,3.850596842510589e-05,0.00029046503331308515,0.004157074305882327,0.9999614940315749,0.008279727842485901,UK (Full),UK
1.6539107115581784,51939,12443355,2205,1,0.9999807470157874,0.9998228283821701,1.9252984212552947e-05,0.0001771716178299731,0.00415668490873444,0.9999807470157874,0.008278956142843914,UK (Full),UK
1.6724939779801804,51940,12444269,1291,0,1.0,0.9998962682273839,0.0,0.00010373177261609763,0.0041564605713620825,1.0,0.008278511834693707,UK (Full),UK
1.6910772444021824,51940,12444867,693,0,1.0,0.9999443174915391,0.0,5.568250846084869e-05,0.004156261675482385,1.0,0.008278117329164416,UK (Full),UK
1.7096605108241842,51940,12445173,387,0,1.0,0.9999689045731972,0.0,3.1095426802811605e-05,0.00415615990669205,1.0,0.008277915472984296,UK (Full),UK
1.7282437772461863,51940,12445360,200,0,1.0,0.9999839300119883,0.0,1.6069988011788944e-05,0.004156097717106895,1.0,0.008277792121275869,UK (Full),UK
1.7468270436681883,51940,12445466,94,0,1.0,0.9999924471056345,0.0,7.552894365540803e-06,0.004156062466082962,1.0,0.008277722201619112,UK (Full),UK
1.7654103100901903,51940,12445524,36,0,1.0,0.9999971074021579,0.0,2.8925978421220097e-06,0.004156043178039961,1.0,0.008277683944193686,UK (Full),UK
1.7839935765121924,51940,12445547,13,0,1.0,0.9999989554507792,0.0,1.0445492207662812e-06,0.004156035529382827,1.0,0.00827766877324359,UK (Full),UK
1.8025768429341944,51940,12445556,4,0,1.0,0.9999996786002397,0.0,3.2139976023577886e-07,0.004156032536437699,1.0,0.008277662836799997,UK (Full),UK
1.8211601093561964,51940,12445558,2,0,1.0,0.9999998393001199,0.0,1.6069988011788943e-07,0.004156031871339367,1.0,0.008277661517591465,UK (Full),UK
1.8397433757781982,51940,12445559,1,0,1.0,0.99999991965006,0.0,8.034994005894471e-08,0.004156031538790281,1.0,0.008277660857987356,UK (Full),UK
0.0,0,0,12486147,11353,0.0,0.0,1.0,1.0,,0.0,,UK (Full),Germany
0.018025989484305335,2,4618,12481529,11351,0.00017616489033735576,0.00036984988243370836,0.9998238351096627,0.9996301501175663,0.0004329004329004329,0.00017616489033735576,0.00025042258811744817,UK (Full),Germany
0.03605197896861067,84,82518,12403629,11269,0.007398925394168942,0.0066087640967225515,0.992601074605831,0.9933912359032775,0.001016924529672405,0.007398925394168942,0.0017880900431057425,UK (Full),Germany
0.054077968452916,284,314943,12171204,11069,0.025015414427904517,0.02522339357369411,0.9749845855720954,0.9747766064263059,0.000900938054164142,0.025015414427904517,0.0017392369404127625,UK (Full),Germany
0.07210395793722134,668,696219,11789928,10685,0.058839073372676826,0.055759314702926374,0.9411609266273232,0.9442406852970736,0.0009585485164739764,0.058839073372676826,0.00188636620354682,UK (Full),Germany
0.09012994742152668,1166,1181060,11305087,10187,0.10270413106667842,0.09458962800934508,0.8972958689333216,0.9054103719906549,0.0009862750438579427,0.10270413106667842,0.0019537877258229246,UK (Full),Germany
0.108155936905832,1712,1723836,10762311,9641,0.15079714612877654,0.13805988348527373,0.8492028538712235,0.8619401165147262,0.0009921485812043479,0.15079714612877654,0.001971327093484315,UK (Full),Germany
